id,age_band,work_type,education_level,role_type,household_type,capital_gain_band,capital_loss_band,weekly_hours_band,region_type,protected_group,label
train_1114,band_3,private,7,operations,partnered,none,none,standard,domestic,group_b,0
train_1115,band_2,public,10,commercial_admin,partnered,none,none,standard,domestic,group_b,0
train_1116,band_2,private,9,operations,independent,none,none,standard,domestic,group_b,0
train_1117,band_2,private,4,operations,partnered,none,none,standard,regional,group_b,0
train_1118,band_2,private,9,operations,partnered,none,none,high,domestic,group_b,1
train_1119,band_1,private,8,operations,partnered,none,none,low,other_international,group_b,0
train_1120,band_2,private,6,commercial_admin,shared_household,none,none,standard,regional,group_a,0
train_1121,band_1,public,11,commercial_admin,shared_household,none,none,standard,domestic,group_b,0
train_1122,band_2,private,13,commercial_admin,partnered,none,none,high,domestic,group_b,1
train_1123,band_1,private,9,operations,partnered,none,none,standard,domestic,group_b,0
train_1124,band_2,public,10,operations,shared_household,high,none,standard,domestic,group_b,0
train_1125,band_3,private,13,operations,independent,none,none,low,domestic,group_b,0
train_1126,band_2,private,10,operations,partnered,none,none,high,domestic,group_b,1
train_1127,band_3,self_employed,10,operations,independent,none,none,standard,domestic,group_b,0
train_1128,band_1,private,10,operations,shared_household,none,none,standard,domestic,group_a,0
train_1129,band_2,private,11,commercial_admin,partnered,none,none,high,domestic,group_b,0
train_1130,band_2,private,9,operations,partnered,none,none,high,domestic,group_b,0
train_1131,band_2,self_employed,11,operations,partnered,none,none,high,domestic,group_b,0
train_1132,band_3,self_employed,7,operations,partnered,none,none,high,domestic,group_b,1
train_1133,band_1,private,13,technical,independent,none,none,high,domestic,group_b,0
train_1134,band_2,public,10,technical,partnered,none,none,standard,domestic,group_b,0
train_1135,band_2,public,10,commercial_admin,shared_household,none,none,standard,domestic,group_b,0
train_1136,band_3,private,15,technical,partnered,none,none,standard,domestic,group_b,1
train_1137,band_2,public,13,technical,partnered,high,none,high,domestic,group_b,1
train_1138,band_2,private,9,technical,independent,none,none,high,domestic,group_a,0
train_1139,band_3,self_employed,13,commercial_admin,partnered,none,none,standard,domestic,group_b,1
train_1140,band_2,public,11,technical,partnered,none,none,high,domestic,group_b,0
train_1141,band_1,private,13,technical,independent,none,none,standard,domestic,group_a,0
train_1142,band_3,self_employed,16,technical,partnered,none,high,high,domestic,group_b,0
train_1143,band_3,private,6,commercial_admin,shared_household,none,none,standard,domestic,group_b,0
train_1144,band_3,private,9,operations,shared_household,none,none,standard,domestic,group_b,0
train_1145,band_2,public,16,technical,independent,none,none,high,domestic,group_a,1
train_1146,band_1,private,10,commercial_admin,independent,none,none,low,domestic,group_b,0
train_1147,band_1,private,16,technical,partnered,none,none,standard,domestic,group_b,1
train_1148,band_2,public,12,operations,independent,none,none,standard,domestic,group_b,0
train_1149,band_1,private,13,commercial_admin,independent,none,none,standard,domestic,group_a,0
train_1150,band_4,private,11,commercial_admin,independent,none,none,standard,domestic,group_a,0
train_1151,band_1,private,9,operations,partnered,none,none,standard,domestic,group_b,0
train_1152,band_1,public,13,technical,shared_household,none,none,standard,domestic,group_a,0
train_1153,band_1,private,10,commercial_admin,independent,none,none,standard,domestic,group_a,0
train_1154,band_1,private,10,service,independent,none,none,low,domestic,group_b,0
train_1155,band_1,private,10,service,independent,none,none,high,domestic,group_a,0
train_1156,band_1,private,10,commercial_admin,shared_household,none,none,standard,domestic,group_a,0
train_1157,band_2,private,9,service,shared_household,none,high,standard,domestic,group_a,0
train_1158,band_3,private,6,service,shared_household,none,none,standard,domestic,group_a,0
train_1159,band_3,private,9,operations,partnered,none,none,standard,domestic,group_b,0
train_1160,band_3,private,9,technical,partnered,none,none,high,domestic,group_b,0
train_1161,band_3,self_employed,15,technical,partnered,none,low,high,domestic,group_b,1
train_1162,band_1,private,13,commercial_admin,independent,none,none,standard,domestic,group_b,0
train_1163,band_1,private,5,operations,shared_household,none,none,low,domestic,group_b,0
train_1164,band_3,private,9,service,partnered,none,none,standard,other_international,group_b,0
train_1165,band_4,public,9,commercial_admin,shared_household,low,none,standard,domestic,group_a,0
train_1166,band_3,private,10,technical,shared_household,none,none,standard,domestic,group_a,0
train_1167,band_1,private,10,commercial_admin,shared_household,none,none,low,domestic,group_b,0
train_1168,band_3,private,11,commercial_admin,partnered,none,low,high,domestic,group_b,0
train_1169,band_2,private,13,commercial_admin,independent,none,none,high,domestic,group_b,0
train_1170,band_3,self_employed,10,technical,shared_household,low,none,high,domestic,group_a,0
train_1171,band_4,public,10,commercial_admin,partnered,none,none,standard,domestic,group_a,1
train_1172,band_1,private,10,commercial_admin,shared_household,none,none,low,domestic,group_a,0
train_1173,band_2,private,13,technical,independent,none,none,high,domestic,group_a,0
train_1174,band_2,private,9,service,shared_household,none,none,standard,domestic,group_a,0
train_1175,band_2,private,11,operations,shared_household,none,none,standard,domestic,group_a,0
train_1176,band_2,private,9,commercial_admin,independent,none,none,high,domestic,group_a,0
train_1177,band_1,private,9,commercial_admin,shared_household,none,none,standard,domestic,group_a,0
train_1178,band_2,private,13,technical,partnered,none,none,standard,domestic,group_b,1
train_1179,band_1,private,9,operations,shared_household,none,none,standard,domestic,group_b,0
train_1180,band_3,private,13,commercial_admin,partnered,none,low,standard,other_international,group_b,1
train_1181,band_3,private,9,commercial_admin,partnered,none,none,standard,domestic,group_a,0
train_1182,band_3,private,13,technical,partnered,none,none,high,domestic,group_b,1
train_1183,band_4,private,9,commercial_admin,independent,high,none,high,european,group_a,1
train_1184,band_2,private,10,commercial_admin,partnered,none,none,high,domestic,group_b,0
train_1185,band_3,self_employed,10,commercial_admin,independent,none,none,standard,domestic,group_b,0
train_1186,band_2,private,13,technical,shared_household,none,none,standard,domestic,group_a,0
train_1187,band_1,private,9,operations,partnered,none,none,standard,domestic,group_b,0
train_1188,band_2,self_employed,9,commercial_admin,partnered,high,none,high,domestic,group_b,1
train_1189,band_3,private,9,commercial_admin,partnered,none,none,standard,domestic,group_a,0
train_1190,band_2,self_employed,9,operations,partnered,none,none,high,domestic,group_b,0
train_1191,band_1,public,13,technical,independent,none,none,standard,domestic,group_a,0
train_1192,band_1,public,10,operations,partnered,none,none,standard,domestic,group_b,1
train_1193,band_4,self_employed,4,operations,partnered,none,none,low,domestic,group_b,0
train_1194,band_2,private,9,operations,independent,none,none,high,domestic,group_b,0
train_1195,band_4,private,9,operations,partnered,none,none,high,domestic,group_b,0
train_1196,band_1,private,15,technical,independent,none,none,high,domestic,group_b,0
train_1197,band_2,public,14,technical,shared_household,none,none,standard,domestic,group_b,1
train_1198,band_2,self_employed,10,technical,independent,none,none,standard,domestic,group_b,0
train_1199,band_1,private,10,operations,independent,none,none,standard,domestic,group_b,0
train_1200,band_1,private,9,commercial_admin,shared_household,none,none,low,domestic,group_a,0
train_1201,band_2,private,10,technical,partnered,high,none,standard,domestic,group_b,1
train_1202,band_1,private,14,technical,independent,none,none,high,domestic,group_b,0
train_1203,band_2,private,13,technical,partnered,none,none,low,domestic,group_a,1
train_1204,band_3,private,11,technical,shared_household,none,none,standard,domestic,group_a,0
train_1205,band_2,private,10,commercial_admin,shared_household,none,none,standard,domestic,group_a,0
train_1206,band_2,private,12,technical,shared_household,none,none,standard,other_international,group_a,0
train_1207,band_1,private,14,service,shared_household,none,none,standard,domestic,group_a,0
train_1208,band_2,private,10,technical,partnered,none,none,standard,domestic,group_b,1
train_1209,band_3,public,12,operations,independent,none,none,standard,domestic,group_b,0
train_1210,band_3,public,10,operations,partnered,none,none,standard,domestic,group_b,1
train_1211,band_4,private,13,technical,partnered,high,none,standard,domestic,group_b,1
train_1212,band_1,public,10,commercial_admin,shared_household,none,none,standard,domestic,group_a,0
train_1213,band_2,private,9,technical,independent,none,none,standard,domestic,group_a,0
train_1214,band_2,public,9,operations,partnered,high,none,standard,domestic,group_b,1
train_1215,band_3,private,9,commercial_admin,independent,none,none,standard,domestic,group_b,0
train_1216,band_3,private,13,technical,independent,none,none,standard,domestic,group_a,0
train_1217,band_1,private,6,service,independent,none,none,standard,domestic,group_a,0
train_1218,band_1,private,9,commercial_admin,shared_household,none,none,high,domestic,group_b,0
train_1219,band_1,private,10,commercial_admin,shared_household,none,none,standard,domestic,group_a,0
train_1220,band_4,private,11,technical,shared_household,none,none,standard,domestic,group_a,1
train_1221,band_1,private,9,operations,partnered,none,none,high,domestic,group_b,0
train_1222,band_1,private,13,commercial_admin,independent,high,none,standard,domestic,group_a,1
train_1223,band_2,private,13,technical,shared_household,none,none,high,domestic,group_a,0
train_1224,band_3,self_employed,9,operations,partnered,none,none,high,domestic,group_b,1
train_1225,band_4,private,16,technical,shared_household,high,none,high,domestic,group_b,1
train_1226,band_1,private,13,technical,shared_household,none,none,standard,domestic,group_a,0
train_1227,band_1,private,9,operations,shared_household,none,none,standard,domestic,group_b,0
train_1228,band_1,private,13,technical,independent,none,none,high,domestic,group_b,0
train_1229,band_2,private,9,technical,partnered,none,none,high,domestic,group_b,0
train_1230,band_2,private,9,operations,partnered,none,none,standard,domestic,group_b,1
train_1231,band_2,private,6,service,shared_household,none,none,standard,regional,group_a,0
train_1232,band_3,private,11,operations,partnered,high,none,standard,domestic,group_b,1
train_1233,band_3,private,9,commercial_admin,shared_household,none,none,standard,domestic,group_a,0
train_1234,band_3,private,13,technical,partnered,none,none,high,domestic,group_b,1
train_1235,band_1,private,3,operations,partnered,none,none,standard,regional,group_b,0
train_1236,band_3,private,12,operations,partnered,none,none,standard,domestic,group_b,0
train_1237,band_1,private,10,commercial_admin,shared_household,none,none,standard,domestic,group_a,0
train_1238,band_3,self_employed,9,service,shared_household,none,none,standard,domestic,group_a,0
train_1239,band_1,private,9,operations,shared_household,none,none,standard,domestic,group_b,0
train_1240,band_2,private,13,technical,independent,high,none,standard,domestic,group_a,1
train_1241,band_2,private,9,operations,shared_household,none,none,standard,domestic,group_b,0
train_1242,band_2,private,9,commercial_admin,partnered,none,none,high,domestic,group_b,1
train_1243,band_2,private,13,operations,partnered,none,none,standard,domestic,group_b,0
train_1244,band_3,private,9,service,shared_household,none,none,standard,domestic,group_a,0
